issue_id;status;changed_at;assignee_id;issue_type;priority;summary;actual_time_spent
114;Done;45440,45417;8;Задача;Средний;Optimize login query;18.03
114;Done;45440,5375;8;Задача;Средний;Optimize login query;18.03
116;Backlog;45392,66736;6;Задача;Средний;Introduce search caching;23.67
116;Selected for Development;45393,79236;6;Задача;Средний;Introduce search caching;23.67
116;In Progress;45409,83403;6;Задача;Средний;Introduce search caching;23.67
116;Code Review;45413,95903;6;Задача;Средний;Introduce search caching;23.67
116;QA;45417,16736;6;Задача;Средний;Introduce search caching;23.67
116;Done;45417,75069;6;Задача;Средний;Introduce search caching;23.67
116;Done;45417,83403;6;Задача;Средний;Introduce search caching;23.67
118;Backlog;45508,71111;7;Ошибка;Средний;Patch data integrity issue in rate limiting;8.33
118;Selected for Development;45514,83611;7;Ошибка;Средний;Patch data integrity issue in rate limiting;8.33
118;In Progress;45518,04444;7;Ошибка;Средний;Patch data integrity issue in rate limiting;8.33
118;Code Review;45519,08611;7;Ошибка;Средний;Patch data integrity issue in rate limiting;8.33
118;QA;45520,25278;7;Ошибка;Средний;Patch data integrity issue in rate limiting;8.33
118;Done;45520,71111;7;Ошибка;Средний;Patch data integrity issue in rate limiting;8.33
118;Done;45520,75278;7;Ошибка;Средний;Patch data integrity issue in rate limiting;8.33
118;Reopened;45523,75278;7;Ошибка;Средний;Patch data integrity issue in rate limiting;8.33
118;Done;45525,75278;7;Ошибка;Средний;Patch data integrity issue in rate limiting;8.33
119;Backlog;45584,48333;7;Задача;Низкий;Design billing endpoint;33.0
119;Selected for Development;45602,65;7;Задача;Низкий;Design billing endpoint;33.0
119;In Progress;45603,81667;7;Задача;Низкий;Design billing endpoint;33.0
119;Code Review;45609,94167;7;Задача;Низкий;Design billing endpoint;33.0
119;QA;45614,025;7;Задача;Низкий;Design billing endpoint;33.0
119;Done;45618,525;7;Задача;Низкий;Design billing endpoint;33.0
119;Done;45618,56667;7;Задача;Низкий;Design billing endpoint;33.0
120;Backlog;45433,45972;7;Задача;Средний;Design search endpoint;16.0
120;Selected for Development;45436,58472;7;Задача;Средний;Design search endpoint;16.0
120;In Progress;45440,75139;7;Задача;Средний;Design search endpoint;16.0
120;Code Review;45442,75139;7;Задача;Средний;Design search endpoint;16.0
120;QA;45445,91806;7;Задача;Средний;Design search endpoint;16.0
120;Done;45449,50139;7;Задача;Средний;Design search endpoint;16.0
120;Done;45449,58472;7;Задача;Средний;Design search endpoint;16.0
121;Backlog;46009,37431;6;Задача;Средний;Add search audit logging;17.67
121;Selected for Development;46013,49931;6;Задача;Средний;Add search audit logging;17.67
121;In Progress;46014,58264;6;Задача;Средний;Add search audit logging;17.67
121;Code Review;46016,79097;6;Задача;Средний;Add search audit logging;17.67
121;QA;46018,99931;6;Задача;Средний;Add search audit logging;17.67
121;Done;46019,37431;6;Задача;Средний;Add search audit logging;17.67
121;Done;46019,49931;6;Задача;Средний;Add search audit logging;17.67
122;Backlog;46013,63056;8;Задача;Низкий;Optimize search query;64.96
122;Selected for Development;46018,71389;8;Задача;Низкий;Optimize search query;64.96
122;In Progress;46021,88056;8;Задача;Низкий;Optimize search query;64.96
122;Code Review;46032,96389;8;Задача;Низкий;Optimize search query;64.96
122;QA;46037,08889;8;Задача;Низкий;Optimize search query;64.96
122;Done;46054,71389;8;Задача;Низкий;Optimize search query;64.96
122;Done;46054,83889;8;Задача;Низкий;Optimize search query;64.96
123;Backlog;45458,34444;7;Задача;Высокий;Add search audit logging;8.67
123;Selected for Development;45459,34444;7;Задача;Высокий;Add search audit logging;8.67
123;In Progress;45460,46944;7;Задача;Высокий;Add search audit logging;8.67
123;Code Review;45461,55278;7;Задача;Высокий;Add search audit logging;8.67
123;Done;45462,34444;7;Задача;Высокий;Add search audit logging;8.67
123;QA;45462,42778;7;Задача;Высокий;Add search audit logging;8.67
123;Done;45462,46944;7;Задача;Высокий;Add search audit logging;8.67
124;Backlog;45917,74861;7;Задача;Высокий;Introduce payments caching;8.66
124;Selected for Development;45918,95694;7;Задача;Высокий;Introduce payments caching;8.66
124;In Progress;45921,08194;7;Задача;Высокий;Introduce payments caching;8.66
124;Code Review;45923,08194;7;Задача;Высокий;Introduce payments caching;8.66
124;QA;45924,20694;7;Задача;Высокий;Introduce payments caching;8.66
124;Done;45924,91528;7;Задача;Высокий;Introduce payments caching;8.66
124;Done;45924,91528;7;Задача;Высокий;Introduce payments caching;8.66
126;Backlog;45496,49722;7;Задача;Низкий;Optimize settings query;8.33
126;Selected for Development;45511,58056;7;Задача;Низкий;Optimize settings query;8.33
126;In Progress;45519,70556;7;Задача;Низкий;Optimize settings query;8.33
126;Code Review;45520,74722;7;Задача;Низкий;Optimize settings query;8.33
126;QA;45529,91389;7;Задача;Низкий;Optimize settings query;8.33
126;Done;45531,37222;7;Задача;Низкий;Optimize settings query;8.33
126;Done;45531,49722;7;Задача;Низкий;Optimize settings query;8.33
127;Backlog;45296,43403;6;Ошибка;Средний;Fix API bug in rate limiting;30.81
127;Selected for Development;45297,60069;6;Ошибка;Средний;Fix API bug in rate limiting;30.81
127;In Progress;45298,64236;6;Ошибка;Средний;Fix API bug in rate limiting;30.81
127;Code Review;45302,85069;6;Ошибка;Средний;Fix API bug in rate limiting;30.81
127;QA;45304,05903;6;Ошибка;Средний;Fix API bug in rate limiting;30.81
127;Done;45304,55903;6;Ошибка;Средний;Fix API bug in rate limiting;30.81
127;Done;45304,60069;6;Ошибка;Средний;Fix API bug in rate limiting;30.81
128;Backlog;45811,55;7;Задача;Средний;Design export endpoint;18.93
128;Selected for Development;45818,59167;7;Задача;Средний;Design export endpoint;18.93
128;In Progress;45819,63333;7;Задача;Средний;Design export endpoint;18.93
128;Code Review;45823,84167;7;Задача;Средний;Design export endpoint;18.93
128;QA;45826,96667;7;Задача;Средний;Design export endpoint;18.93
128;Done;45827,50833;7;Задача;Средний;Design export endpoint;18.93
128;Done;45827,55;7;Задача;Средний;Design export endpoint;18.93
129;Backlog;45527,72986;7;Задача;Средний;Add accessibility audit logging;1.17
129;Selected for Development;45527,85486;7;Задача;Средний;Add accessibility audit logging;1.17
129;In Progress;45528,93819;7;Задача;Средний;Add accessibility audit logging;1.17
129;Code Review;45530,14653;7;Задача;Средний;Add accessibility audit logging;1.17
129;QA;45531,27153;7;Задача;Средний;Add accessibility audit logging;1.17
129;Done;45536,64653;7;Задача;Средний;Add accessibility audit logging;1.17
129;Done;45536,77153;7;Задача;Средний;Add accessibility audit logging;1.17
129;Reopened;45541,77153;7;Задача;Средний;Add accessibility audit logging;1.17
129;Done;45542,77153;7;Задача;Средний;Add accessibility audit logging;1.17
130;Backlog;45324,44861;6;Задача;Высокий;Implement rate limiting service;9.0
130;Selected for Development;45326,49028;6;Задача;Высокий;Implement rate limiting service;9.0
130;In Progress;45327,69861;6;Задача;Высокий;Implement rate limiting service;9.0
130;Code Review;45328,82361;6;Задача;Высокий;Implement rate limiting service;9.0
130;QA;45330,03194;6;Задача;Высокий;Implement rate limiting service;9.0
130;Done;45331,44861;6;Задача;Высокий;Implement rate limiting service;9.0
130;Done;45331,57361;6;Задача;Высокий;Implement rate limiting service;9.0
132;Backlog;45911,37083;9;Ошибка;Средний;Fix iOS sync bug in reports;9.67
132;Selected for Development;45914,37083;9;Ошибка;Средний;Fix iOS sync bug in reports;9.67
132;In Progress;45915,37083;9;Ошибка;Средний;Fix iOS sync bug in reports;9.67
132;Code Review;45916,57917;9;Ошибка;Средний;Fix iOS sync bug in reports;9.67
132;QA;45919,57917;9;Ошибка;Средний;Fix iOS sync bug in reports;9.67
132;Done;45922,57917;9;Ошибка;Средний;Fix iOS sync bug in reports;9.67
132;Done;45922,57917;9;Ошибка;Средний;Fix iOS sync bug in reports;9.67
133;Backlog;45731,68542;10;Задача;Средний;Add iOS support for checkout;0.15
133;Selected for Development;45735,89375;10;Задача;Средний;Add iOS support for checkout;0.15
133;In Progress;45738,97708;10;Задача;Средний;Add iOS support for checkout;0.15
133;Code Review;45740,01875;10;Задача;Средний;Add iOS support for checkout;0.15
133;QA;45747,01875;10;Задача;Средний;Add iOS support for checkout;0.15
133;Done;45747,64375;10;Задача;Средний;Add iOS support for checkout;0.15
133;Done;45747,76875;10;Задача;Средний;Add iOS support for checkout;0.15
135;Backlog;45984,57569;11;Задача;Средний;Implement iOS audit log;8.67
135;Selected for Development;45984,70069;11;Задача;Средний;Implement iOS audit log;8.67
135;In Progress;45985,86736;11;Задача;Средний;Implement iOS audit log;8.67
135;Code Review;45986,95069;11;Задача;Средний;Implement iOS audit log;8.67
135;QA;45988,03403;11;Задача;Средний;Implement iOS audit log;8.67
135;Done;45991,53403;11;Задача;Средний;Implement iOS audit log;8.67
135;Done;45991,57569;11;Задача;Средний;Implement iOS audit log;8.67
136;Backlog;45336,67014;11;Ошибка;Средний;Resolve iOS UI glitch in audit log;15.03
136;Selected for Development;45338,75347;11;Ошибка;Средний;Resolve iOS UI glitch in audit log;15.03
136;In Progress;45340,87847;11;Ошибка;Средний;Resolve iOS UI glitch in audit log;15.03
136;Code Review;45342,87847;11;Ошибка;Средний;Resolve iOS UI glitch in audit log;15.03
136;QA;45343,96181;11;Ошибка;Средний;Resolve iOS UI glitch in audit log;15.03
136;Done;45344,62847;11;Ошибка;Средний;Resolve iOS UI glitch in audit log;15.03
136;Done;45344,71181;11;Ошибка;Средний;Resolve iOS UI glitch in audit log;15.03
138;Backlog;45905,40278;11;Задача;Средний;Add Swift UI for login;2.11
138;Selected for Development;45911,52778;11;Задача;Средний;Add Swift UI for login;2.11
138;In Progress;45912,73611;11;Задача;Средний;Add Swift UI for login;2.11
138;Code Review;45913,94444;11;Задача;Средний;Add Swift UI for login;2.11
138;QA;45915,06944;11;Задача;Средний;Add Swift UI for login;2.11
138;Done;45924,56944;11;Задача;Средний;Add Swift UI for login;2.11
138;Done;45924,56944;11;Задача;Средний;Add Swift UI for login;2.11
139;Backlog;45629,57153;10;Задача;Средний;Add iOS support for payments;7.57
139;Selected for Development;45633,61319;10;Задача;Средний;Add iOS support for payments;7.57
139;In Progress;45634,82153;10;Задача;Средний;Add iOS support for payments;7.57
139;Code Review;45635,94653;10;Задача;Средний;Add iOS support for payments;7.57
139;QA;45639,07153;10;Задача;Средний;Add iOS support for payments;7.57
139;Done;45640,48819;10;Задача;Средний;Add iOS support for payments;7.57
139;Done;45640,57153;10;Задача;Средний;Add iOS support for payments;7.57
140;Backlog;45301,37153;12;Задача;Средний;Add Swift UI for rate limiting;31.64
140;Selected for Development;45308,57986;12;Задача;Средний;Add Swift UI for rate limiting;31.64
140;In Progress;45312,78819;12;Задача;Средний;Add Swift UI for rate limiting;31.64
140;Code Review;45316,95486;12;Задача;Средний;Add Swift UI for rate limiting;31.64
140;QA;45322,12153;12;Задача;Средний;Add Swift UI for rate limiting;31.64
140;Done;45322,32986;12;Задача;Средний;Add Swift UI for rate limiting;31.64
140;Done;45322,37153;12;Задача;Средний;Add Swift UI for rate limiting;31.64
141;Backlog;45799,70625;12;Ошибка;Низкий;Fix iOS performance regression in payments;9.67
141;Selected for Development;45808,91458;12;Ошибка;Низкий;Fix iOS performance regression in payments;9.67
141;In Progress;45817,12292;12;Ошибка;Низкий;Fix iOS performance regression in payments;9.67
141;Code Review;45818,33125;12;Ошибка;Низкий;Fix iOS performance regression in payments;9.67
141;QA;45819,53958;12;Ошибка;Низкий;Fix iOS performance regression in payments;9.67
141;Done;45825,83125;12;Ошибка;Низкий;Fix iOS performance regression in payments;9.67
141;Done;45825,91458;12;Ошибка;Низкий;Fix iOS performance regression in payments;9.67
142;Backlog;45424,74028;10;Задача;Средний;Improve iOS settings performance;8.0
142;Selected for Development;45431,78194;10;Задача;Средний;Improve iOS settings performance;8.0
142;In Progress;45432,94861;10;Задача;Средний;Improve iOS settings performance;8.0
142;Code Review;45433,94861;10;Задача;Средний;Improve iOS settings performance;8.0
142;QA;45435,03194;10;Задача;Средний;Improve iOS settings performance;8.0
142;Done;45436,69861;10;Задача;Средний;Improve iOS settings performance;8.0
142;Done;45436,82361;10;Задача;Средний;Improve iOS settings performance;8.0
143;Backlog;45756,54097;13;Задача;Средний;Refactor iOS profile flow;17.67
143;Selected for Development;45759,58264;13;Задача;Средний;Refactor iOS profile flow;17.67
143;In Progress;45762,79097;13;Задача;Средний;Refactor iOS profile flow;17.67
143;Code Review;45764,99931;13;Задача;Средний;Refactor iOS profile flow;17.67
143;QA;45771,99931;13;Задача;Средний;Refactor iOS profile flow;17.67
143;Done;45778,54097;13;Задача;Средний;Refactor iOS profile flow;17.67
143;Done;45778,62431;13;Задача;Средний;Refactor iOS profile flow;17.67
144;Backlog;45677,46875;11;Ошибка;Средний;Resolve iOS UI glitch in offline sync;0.0
144;Selected for Development;45681,59375;11;Ошибка;Средний;Resolve iOS UI glitch in offline sync;0.0
144;In Progress;45682,76042;11;Ошибка;Средний;Resolve iOS UI glitch in offline sync;0.0
144;Code Review;45683,80208;11;Ошибка;Средний;Resolve iOS UI glitch in offline sync;0.0
144;QA;45684,88542;11;Ошибка;Средний;Resolve iOS UI glitch in offline sync;0.0
144;Done;45686,67708;11;Ошибка;Средний;Resolve iOS UI glitch in offline sync;0.0
144;Done;45686,67708;11;Ошибка;Средний;Resolve iOS UI glitch in offline sync;0.0
145;Selected for Development;45797,54444;13;Ошибка;Высокий;Fix crash in iOS login;17.98
145;Backlog;45798,46111;13;Ошибка;Высокий;Fix crash in iOS login;17.98
145;In Progress;45798,75278;13;Ошибка;Высокий;Fix crash in iOS login;17.98
145;Code Review;45801,91944;13;Ошибка;Высокий;Fix crash in iOS login;17.98
145;Done;45802,58611;13;Ошибка;Высокий;Fix crash in iOS login;17.98
145;QA;45802,62778;13;Ошибка;Высокий;Fix crash in iOS login;17.98
145;Done;45802,66944;13;Ошибка;Высокий;Fix crash in iOS login;17.98
146;Backlog;45529,48542;12;Задача;Средний;Implement iOS rate limiting;105.67
146;Selected for Development;45531,69375;12;Задача;Средний;Implement iOS rate limiting;105.67
146;In Progress;45537,86042;12;Задача;Средний;Implement iOS rate limiting;105.67
146;Code Review;45555,06875;12;Задача;Средний;Implement iOS rate limiting;105.67
146;QA;45558,27708;12;Задача;Средний;Implement iOS rate limiting;105.67
146;Done;45560,56875;12;Задача;Средний;Implement iOS rate limiting;105.67
146;Done;45560,65208;12;Задача;Средний;Implement iOS rate limiting;105.67
147;Backlog;45994,3375;11;Задача;Средний;Add Swift UI for offline sync;9.33
147;Selected for Development;45994,3375;11;Задача;Средний;Add Swift UI for offline sync;9.33
147;In Progress;45995,37917;11;Задача;Средний;Add Swift UI for offline sync;9.33
147;Code Review;45996,54583;11;Задача;Средний;Add Swift UI for offline sync;9.33
147;QA;45999,7125;11;Задача;Средний;Add Swift UI for offline sync;9.33
147;Done;46000,42083;11;Задача;Средний;Add Swift UI for offline sync;9.33
147;Done;46000,54583;11;Задача;Средний;Add Swift UI for offline sync;9.33
148;Backlog;45752,70486;10;Ошибка;Средний;Resolve iOS UI glitch in reports;33.67
148;Selected for Development;45755,82986;10;Ошибка;Средний;Resolve iOS UI glitch in reports;33.67
148;In Progress;45756,91319;10;Ошибка;Средний;Resolve iOS UI glitch in reports;33.67
148;Code Review;45763,12153;10;Ошибка;Средний;Resolve iOS UI glitch in reports;33.67
148;QA;45764,16319;10;Ошибка;Средний;Resolve iOS UI glitch in reports;33.67
148;Done;45765,87153;10;Ошибка;Средний;Resolve iOS UI glitch in reports;33.67
148;Done;45765,91319;10;Ошибка;Средний;Resolve iOS UI glitch in reports;33.67
149;Backlog;46012,68264;10;Задача;Средний;Add Swift UI for export;8.87
149;Selected for Development;46015,76597;10;Задача;Средний;Add Swift UI for export;8.87
149;In Progress;46016,89097;10;Задача;Средний;Add Swift UI for export;8.87
149;Code Review;46019,09931;10;Задача;Средний;Add Swift UI for export;8.87
149;QA;46020,14097;10;Задача;Средний;Add Swift UI for export;8.87
149;Done;46030,84931;10;Задача;Средний;Add Swift UI for export;8.87
149;Done;46030,89097;10;Задача;Средний;Add Swift UI for export;8.87
150;Backlog;45862,61319;12;Задача;Средний;Improve iOS login performance;32.76
150;Selected for Development;45865,73819;12;Задача;Средний;Improve iOS login performance;32.76
150;In Progress;45866,90486;12;Задача;Средний;Improve iOS login performance;32.76
150;Code Review;45872,11319;12;Задача;Средний;Improve iOS login performance;32.76
150;QA;45876,19653;12;Задача;Средний;Improve iOS login performance;32.76
150;Done;45877,65486;12;Задача;Средний;Improve iOS login performance;32.76
150;Done;45877,73819;12;Задача;Средний;Improve iOS login performance;32.76
151;Backlog;45960,35417;11;Задача;Средний;Improve iOS search performance;25.0
151;Selected for Development;45962,52083;11;Задача;Средний;Improve iOS search performance;25.0
151;In Progress;45967,6875;11;Задача;Средний;Improve iOS search performance;25.0
151;Code Review;45972,8125;11;Задача;Средний;Improve iOS search performance;25.0
151;QA;45977,89583;11;Задача;Средний;Improve iOS search performance;25.0
151;Done;45979,39583;11;Задача;Средний;Improve iOS search performance;25.0
151;Done;45979,4375;11;Задача;Средний;Improve iOS search performance;25.0
152;Backlog;45307,3375;11;Ошибка;Высокий;Resolve iOS UI glitch in offline sync;9.0
152;Selected for Development;45308,4625;11;Ошибка;Высокий;Resolve iOS UI glitch in offline sync;9.0
152;In Progress;45309,50417;11;Ошибка;Высокий;Resolve iOS UI glitch in offline sync;9.0
152;Code Review;45310,62917;11;Ошибка;Высокий;Resolve iOS UI glitch in offline sync;9.0
152;Done;45311,37917;11;Ошибка;Высокий;Resolve iOS UI glitch in offline sync;9.0
152;QA;45311,42083;11;Ошибка;Высокий;Resolve iOS UI glitch in offline sync;9.0
152;Done;45311,42083;11;Ошибка;Высокий;Resolve iOS UI glitch in offline sync;9.0
153;Backlog;45868,52431;12;Задача;Средний;Refactor iOS rate limiting flow;0.0
153;Selected for Development;45870,52431;12;Задача;Средний;Refactor iOS rate limiting flow;0.0
153;In Progress;45871,64931;12;Задача;Средний;Refactor iOS rate limiting flow;0.0
153;Code Review;45872,85764;12;Задача;Средний;Refactor iOS rate limiting flow;0.0
153;QA;45873,94097;12;Задача;Средний;Refactor iOS rate limiting flow;0.0
153;Done;45882,64931;12;Задача;Средний;Refactor iOS rate limiting flow;0.0
153;Done;45882,73264;12;Задача;Средний;Refactor iOS rate limiting flow;0.0
154;Backlog;45937,43542;9;Ошибка;Средний;Fix iOS sync bug in billing;51.18
154;Selected for Development;45938,43542;9;Ошибка;Средний;Fix iOS sync bug in billing;51.18
154;In Progress;45939,60208;9;Ошибка;Средний;Fix iOS sync bug in billing;51.18
154;Code Review;45949,81042;9;Ошибка;Средний;Fix iOS sync bug in billing;51.18
154;QA;45961,01875;9;Ошибка;Средний;Fix iOS sync bug in billing;51.18
154;Done;45961,35208;9;Ошибка;Средний;Fix iOS sync bug in billing;51.18
154;Done;45961,43542;9;Ошибка;Средний;Fix iOS sync bug in billing;51.18
156;Backlog;45621,67222;12;Ошибка;Низкий;Resolve iOS UI glitch in export;1.29
156;Selected for Development;45627,75556;12;Ошибка;Низкий;Resolve iOS UI glitch in export;1.29
156;In Progress;45632,83889;12;Ошибка;Низкий;Resolve iOS UI glitch in export;1.29
156;Code Review;45634,92222;12;Ошибка;Низкий;Resolve iOS UI glitch in export;1.29
156;QA;45636,13056;12;Ошибка;Низкий;Resolve iOS UI glitch in export;1.29
156;Done;45637,79722;12;Ошибка;Низкий;Resolve iOS UI glitch in export;1.29
156;Done;45637,83889;12;Ошибка;Низкий;Resolve iOS UI glitch in export;1.29
159;Backlog;45882,64306;11;Задача;Средний;Refactor iOS admin flow;8.67
159;Selected for Development;45888,76806;11;Задача;Средний;Refactor iOS admin flow;8.67
159;In Progress;45889,97639;11;Задача;Средний;Refactor iOS admin flow;8.67
159;Code Review;45891,05972;11;Задача;Средний;Refactor iOS admin flow;8.67
159;QA;45892,14306;11;Задача;Средний;Refactor iOS admin flow;8.67
159;Done;45896,55972;11;Задача;Средний;Refactor iOS admin flow;8.67
159;Done;45896,68472;11;Задача;Средний;Refactor iOS admin flow;8.67
160;Backlog;45432,49861;12;Задача;Средний;Refactor iOS export flow;2.34
160;Selected for Development;45435,49861;12;Задача;Средний;Refactor iOS export flow;2.34
160;In Progress;45436,70694;12;Задача;Средний;Refactor iOS export flow;2.34
160;Code Review;45437,74861;12;Задача;Средний;Refactor iOS export flow;2.34
160;QA;45443,87361;12;Задача;Средний;Refactor iOS export flow;2.34
160;Done;45450,37361;12;Задача;Средний;Refactor iOS export flow;2.34
160;Done;45450,49861;12;Задача;Средний;Refactor iOS export flow;2.34
162;Backlog;45382,73403;12;Задача;Средний;Refactor iOS profile flow;1.79
162;Selected for Development;45386,73403;12;Задача;Средний;Refactor iOS profile flow;1.79
162;In Progress;45387,77569;12;Задача;Средний;Refactor iOS profile flow;1.79
162;Code Review;45388,81736;12;Задача;Средний;Refactor iOS profile flow;1.79
162;QA;45395,81736;12;Задача;Средний;Refactor iOS profile flow;1.79
162;Done;45396,90069;12;Задача;Средний;Refactor iOS profile flow;1.79
162;Done;45396,90069;12;Задача;Средний;Refactor iOS profile flow;1.79
163;Backlog;45347,64861;9;Задача;Средний;Refactor iOS profile flow;17.0
163;Selected for Development;45352,69028;9;Задача;Средний;Refactor iOS profile flow;17.0
163;In Progress;45356,73194;9;Задача;Средний;Refactor iOS profile flow;17.0
163;Code Review;45358,85694;9;Задача;Средний;Refactor iOS profile flow;17.0
163;QA;45359,98194;9;Задача;Средний;Refactor iOS profile flow;17.0
163;Done;45362,77361;9;Задача;Средний;Refactor iOS profile flow;17.0
163;Done;45362,77361;9;Задача;Средний;Refactor iOS profile flow;17.0
164;Backlog;45594,54097;10;Задача;Средний;Implement iOS offline sync;1.67
164;Selected for Development;45596,74931;10;Задача;Средний;Implement iOS offline sync;1.67
164;In Progress;45597,79097;10;Задача;Средний;Implement iOS offline sync;1.67
164;Code Review;45599,99931;10;Задача;Средний;Implement iOS offline sync;1.67
164;QA;45602,12431;10;Задача;Средний;Implement iOS offline sync;1.67
164;Done;45602,66597;10;Задача;Средний;Implement iOS offline sync;1.67
164;Done;45602,66597;10;Задача;Средний;Implement iOS offline sync;1.67
165;Backlog;45534,62708;11;Задача;Средний;Add iOS support for export;25.33
165;Selected for Development;45537,83542;11;Задача;Средний;Add iOS support for export;25.33
165;In Progress;45546,00208;11;Задача;Средний;Add iOS support for export;25.33
165;Code Review;45551,16875;11;Задача;Средний;Add iOS support for export;25.33
165;QA;45559,29375;11;Задача;Средний;Add iOS support for export;25.33
165;Done;45564,83542;11;Задача;Средний;Add iOS support for export;25.33
165;Done;45564,83542;11;Задача;Средний;Add iOS support for export;25.33
165;Reopened;45568,83542;11;Задача;Средний;Add iOS support for export;25.33
165;Done;45569,83542;11;Задача;Средний;Add iOS support for export;25.33
167;Backlog;45616,42847;11;Задача;Средний;Implement iOS payments;3.57
167;Selected for Development;45626,42847;11;Задача;Средний;Implement iOS payments;3.57
167;In Progress;45632,55347;11;Задача;Средний;Implement iOS payments;3.57
167;Code Review;45633,67847;11;Задача;Средний;Implement iOS payments;3.57
167;QA;45634,88681;11;Задача;Средний;Implement iOS payments;3.57
167;Done;45638,47014;11;Задача;Средний;Implement iOS payments;3.57
167;Done;45638,47014;11;Задача;Средний;Implement iOS payments;3.57
168;Backlog;45806,65833;13;Ошибка;Низкий;Resolve iOS UI glitch in rate limiting;8.93
168;Selected for Development;45808,74167;13;Ошибка;Низкий;Resolve iOS UI glitch in rate limiting;8.93
168;In Progress;45809,90833;13;Ошибка;Низкий;Resolve iOS UI glitch in rate limiting;8.93
168;Code Review;45811,11667;13;Ошибка;Низкий;Resolve iOS UI glitch in rate limiting;8.93
168;QA;45823,325;13;Ошибка;Низкий;Resolve iOS UI glitch in rate limiting;8.93
168;Done;45825,575;13;Ошибка;Низкий;Resolve iOS UI glitch in rate limiting;8.93
168;Done;45825,65833;13;Ошибка;Низкий;Resolve iOS UI glitch in rate limiting;8.93
169;Backlog;45971,53611;9;Ошибка;Низкий;Resolve iOS UI glitch in profile;42.71
169;Selected for Development;45972,57778;9;Ошибка;Низкий;Resolve iOS UI glitch in profile;42.71
169;In Progress;45989,66111;9;Ошибка;Низкий;Resolve iOS UI glitch in profile;42.71
169;Code Review;45998,86944;9;Ошибка;Низкий;Resolve iOS UI glitch in profile;42.71
169;QA;45999,91111;9;Ошибка;Низкий;Resolve iOS UI glitch in profile;42.71
169;Done;46001,53611;9;Ошибка;Низкий;Resolve iOS UI glitch in profile;42.71
169;Done;46001,57778;9;Ошибка;Низкий;Resolve iOS UI glitch in profile;42.71
170;Backlog;45421,47778;10;Ошибка;Высокий;Fix iOS performance regression in settings;0.0
170;Selected for Development;45422,60278;10;Ошибка;Высокий;Fix iOS performance regression in settings;0.0
170;In Progress;45423,76944;10;Ошибка;Высокий;Fix iOS performance regression in settings;0.0
170;Code Review;45424,47778;10;Ошибка;Высокий;Fix iOS performance regression in settings;0.0
170;Done;45424,47778;10;Ошибка;Высокий;Fix iOS performance regression in settings;0.0
170;QA;45424,56111;10;Ошибка;Высокий;Fix iOS performance regression in settings;0.0
170;Done;45424,56111;10;Ошибка;Высокий;Fix iOS performance regression in settings;0.0
171;Backlog;45846,41319;11;Задача;Низкий;Implement iOS audit log;8.33
171;Selected for Development;45853,49653;11;Задача;Низкий;Implement iOS audit log;8.33
171;In Progress;45854,53819;11;Задача;Низкий;Implement iOS audit log;8.33
171;Code Review;45855,57986;11;Задача;Низкий;Implement iOS audit log;8.33
171;QA;45856,66319;11;Задача;Низкий;Implement iOS audit log;8.33
171;Done;45875,45486;11;Задача;Низкий;Implement iOS audit log;8.33
171;Done;45875,45486;11;Задача;Низкий;Implement iOS audit log;8.33
173;Backlog;45949,45208;10;Ошибка;Средний;Fix iOS performance regression in billing;8.67
173;Selected for Development;45957,61875;10;Ошибка;Средний;Fix iOS performance regression in billing;8.67
173;In Progress;45958,74375;10;Ошибка;Средний;Fix iOS performance regression in billing;8.67
173;Code Review;45959,82708;10;Ошибка;Средний;Fix iOS performance regression in billing;8.67
173;QA;45964,91042;10;Ошибка;Средний;Fix iOS performance regression in billing;8.67
173;Done;45967,49375;10;Ошибка;Средний;Fix iOS performance regression in billing;8.67
173;Done;45967,57708;10;Ошибка;Средний;Fix iOS performance regression in billing;8.67
174;Backlog;45906,67986;13;Ошибка;Средний;Fix iOS performance regression in offline sync;9.23
174;Selected for Development;45909,84653;13;Ошибка;Средний;Fix iOS performance regression in offline sync;9.23
174;In Progress;45911,84653;13;Ошибка;Средний;Fix iOS performance regression in offline sync;9.23
174;Code Review;45913,84653;13;Ошибка;Средний;Fix iOS performance regression in offline sync;9.23
174;QA;45915,01319;13;Ошибка;Средний;Fix iOS performance regression in offline sync;9.23
174;Done;45923,63819;13;Ошибка;Средний;Fix iOS performance regression in offline sync;9.23
174;Done;45923,67986;13;Ошибка;Средний;Fix iOS performance regression in offline sync;9.23
175;Backlog;45816,48333;9;Задача;Средний;Implement iOS settings;47.87
175;Selected for Development;45822,65;9;Задача;Средний;Implement iOS settings;47.87
175;In Progress;45823,85833;9;Задача;Средний;Implement iOS settings;47.87
175;Code Review;45831,98333;9;Задача;Средний;Implement iOS settings;47.87
175;QA;45834,15;9;Задача;Средний;Implement iOS settings;47.87
175;Done;45834,60833;9;Задача;Средний;Implement iOS settings;47.87
175;Done;45834,65;9;Задача;Средний;Implement iOS settings;47.87
176;Backlog;45697,34653;11;Задача;Средний;Refactor iOS accessibility flow;32.67
176;Selected for Development;45699,55486;11;Задача;Средний;Refactor iOS accessibility flow;32.67
176;In Progress;45705,72153;11;Задача;Средний;Refactor iOS accessibility flow;32.67
176;Code Review;45709,80486;11;Задача;Средний;Refactor iOS accessibility flow;32.67
176;QA;45711,88819;11;Задача;Средний;Refactor iOS accessibility flow;32.67
